Date,Open,High,Low,Close,Volume,Adj Close
2017-02-03,234.520004,241.110001,234.199997,240.949997,7381000,240.321843
2017-02-02,228.509995,232.330002,227.050003,230.410004,2775700,229.809328
2017-02-01,230.509995,232.860001,229.520004,230.669998,4024500,230.068644
2017-01-31,232.850006,234.350006,228.160004,229.320007,5156400,228.722173
2017-01-30,235.580002,236.289993,231.520004,233.899994,3803300,233.290219
2017-01-27,236.899994,237.970001,236.009995,236.949997,3253100,236.332271
2017-01-26,237.470001,240.789993,237.470001,239.580002,4187100,238.95542
2017-01-25,235.529999,237.330002,234.490005,237.25,3716800,236.631492
2017-01-24,231.860001,236.059998,230.839996,233.679993,4448200,233.070792
2017-01-23,231.860001,233.75,230.75,232.669998,3136200,232.06343
2017-01-20,231.619995,233.229996,230.539993,232.199997,5211800,231.594654
2017-01-19,234.070007,234.75,230.619995,231.410004,4561800,230.806721
2017-01-18,236.00,237.690002,231.520004,234.289993,7590500,233.679202
2017-01-17,242.940002,243.059998,235.610001,235.740005,6277200,235.125434
2017-01-13,245.429993,247.770004,242.910004,244.300003,4186100,243.663116
2017-01-12,245.059998,245.470001,241.570007,243.839996,4022300,243.204308
2017-01-11,242.770004,245.839996,242.00,245.759995,3532600,245.119301
2017-01-10,240.869995,243.440002,239.050003,242.570007,3432900,241.93763
2017-01-09,243.25,244.690002,241.470001,242.889999,3018600,242.256788
2017-01-06,242.289993,246.199997,241.369995,244.899994,3591100,244.261543
2017-01-05,242.720001,243.229996,236.779999,241.320007,3562600,240.690889
2017-01-04,241.440002,243.320007,240.029999,243.130005,2728700,242.496168
2017-01-03,242.699997,244.970001,237.970001,241.570007,4384200,240.940237
2016-12-30,238.509995,240.50,237.399994,239.449997,2355500,238.825754
2016-12-29,240.75,241.070007,236.639999,238.179993,2619000,237.55906
2016-12-28,243.690002,244.50,240.440002,240.649994,3053000,240.022622
2016-12-27,241.949997,242.589996,240.399994,241.559998,1998200,240.930254
2016-12-23,239.539993,241.899994,238.910004,240.970001,2187500,240.341795
2016-12-22,241.229996,242.860001,239.550003,240.119995,2636500,239.494005
2016-12-21,242.240005,242.399994,240.080002,241.440002,3277800,240.810571
2016-12-20,240.520004,243.649994,240.229996,243.089996,4487700,242.456264
2016-12-19,238.339996,239.740005,236.259995,239.070007,3743300,238.446755
2016-12-16,242.800003,243.190002,238.399994,238.899994,6876400,238.277184
2016-12-15,242.490005,245.570007,241.619995,243.00,4829700,242.366502
2016-12-14,235.669998,243.119995,235.369995,239.929993,6172400,239.304498
2016-12-13,239.00,240.179993,235.509995,238.550003,4680500,237.928106
2016-12-12,240.50,242.830002,236.369995,237.169998,5022000,236.551699
2016-12-09,240.610001,242.00,238.880005,241.850006,5456000,241.219506
2016-12-08,236.880005,242.419998,236.00,241.449997,7343700,240.82054
2016-12-07,230.399994,236.089996,230.399994,235.559998,6595200,234.945895
2016-12-06,230.179993,232.669998,227.899994,231.380005,5259300,230.7768
2016-12-05,225.520004,229.199997,225.240005,228.550003,4599300,227.954176
2016-12-02,226.00,226.25,221.220001,223.360001,5297400,222.777704
2016-12-01,220.929993,227.160004,220.350006,226.630005,7606500,226.039183
2016-11-30,215.199997,220.770004,214.970001,219.289993,6507900,218.718307
2016-11-29,209.990005,212.919998,209.919998,211.75,2577600,211.19797
2016-11-28,210.00,211.759995,209.600006,210.350006,3297400,209.15332
2016-11-25,211.360001,212.75,211.00,211.380005,1974000,210.177459
2016-11-23,211.50,213.410004,209.369995,212.309998,3717400,211.102161
2016-11-22,211.360001,211.949997,209.889999,211.110001,2945700,209.908991
2016-11-21,211.460007,211.690002,209.179993,211.080002,2860200,209.879162
2016-11-18,209.869995,212.070007,209.720001,210.350006,4278200,209.15332
2016-11-17,206.259995,209.690002,205.669998,209.630005,3572400,208.437415
2016-11-16,207.350006,208.080002,204.830002,206.259995,5276200,205.086576
2016-11-15,206.559998,211.199997,205.169998,211.190002,4893800,209.988537
2016-11-14,204.149994,211.770004,204.149994,209.179993,8248100,207.989962
2016-11-11,198.25,205.00,198.25,203.940002,6290200,202.779783
2016-11-10,194.529999,204.669998,194.00,200.869995,11345400,199.727241
2016-11-09,185.00,193.539993,183.449997,192.630005,7823800,191.534128
2016-11-08,180.110001,182.679993,178.460007,181.919998,2646200,180.885051
2016-11-07,179.00,181.50,179.00,181.479996,3338800,180.447552
2016-11-04,176.330002,177.339996,174.729996,175.919998,1846500,174.919185
2016-11-03,176.770004,177.970001,176.210007,176.210007,1972700,175.207544
2016-11-02,177.070007,177.50,176.070007,176.580002,2104800,175.575434
2016-11-01,179.00,179.179993,176.610001,178.059998,2900600,177.04701
2016-10-31,177.679993,178.50,177.229996,178.240005,1828200,177.225994
2016-10-28,178.509995,178.509995,175.460007,177.139999,2042800,176.132246
2016-10-27,178.190002,178.850006,176.570007,177.75,3021900,176.738776
2016-10-26,174.789993,177.899994,173.929993,177.070007,2533800,176.062652
2016-10-25,175.039993,175.960007,174.639999,175.550003,2423300,174.551295
2016-10-24,175.50,175.789993,174.350006,175.119995,1943200,174.123733
2016-10-21,172.839996,174.899994,172.509995,174.669998,2004400,173.676296
2016-10-20,174.00,175.789993,173.800003,174.509995,2471100,173.517203
2016-10-19,173.369995,175.679993,173.179993,174.509995,3676000,173.517203
2016-10-18,172.009995,173.470001,171.100006,172.630005,4482500,171.647908
2016-10-17,170.50,171.270004,168.449997,169.00,3061400,168.038555
2016-10-14,171.600006,172.949997,169.110001,170.520004,5282300,169.549912
2016-10-13,167.600006,167.630005,165.509995,167.419998,2713700,166.467542
2016-10-12,169.039993,169.990005,168.300003,169.300003,2404000,168.336851
2016-10-11,169.839996,170.869995,167.910004,169.039993,2680000,168.078321
2016-10-10,170.520004,171.75,170.100006,171.039993,2532000,170.066943
2016-10-07,167.50,169.979996,166.240005,169.830002,3390200,168.863835
2016-10-06,167.179993,167.289993,164.820007,167.149994,2858000,166.199073
2016-10-05,163.320007,166.570007,163.009995,166.399994,2548200,165.45334
2016-10-04,161.240005,164.149994,161.229996,162.270004,2469900,161.346846
2016-10-03,160.50,161.720001,160.25,161.070007,2444700,160.153676
2016-09-30,159.949997,162.410004,157.800003,161.270004,4497200,160.352535
2016-09-29,163.380005,163.960007,157.770004,158.949997,3733800,158.045726
2016-09-28,163.339996,163.789993,161.679993,163.449997,1678100,162.520126
2016-09-27,160.720001,163.449997,159.820007,162.889999,2602700,161.963314
2016-09-26,163.830002,163.970001,161.00,161.479996,2772200,160.561332
2016-09-23,167.75,168.100006,165.050003,165.130005,3421200,164.190576
2016-09-22,168.449997,169.330002,167.699997,168.020004,2467700,167.064134
2016-09-21,167.419998,168.279999,165.929993,167.029999,2333600,166.079761
2016-09-20,167.679993,168.279999,166.389999,166.470001,1532900,165.522949
2016-09-19,167.339996,168.309998,165.679993,166.210007,2030700,165.264434
2016-09-16,167.850006,168.050003,165.610001,166.00,4534900,165.055622
2016-09-15,165.779999,168.759995,165.759995,168.080002,1645200,167.123791
2016-09-14,167.00,167.860001,165.589996,166.160004,1995900,165.214715
2016-09-13,168.539993,169.970001,166.380005,167.00,2788200,166.049933
2016-09-12,167.009995,171.669998,166.229996,171.059998,2647900,170.086833
2016-09-09,170.830002,172.419998,168.509995,168.570007,3411800,167.611008
2016-09-08,169.350006,171.880005,168.710007,171.660004,3031600,170.683426
2016-09-07,168.699997,170.210007,168.649994,169.669998,1584300,168.704741
2016-09-06,168.720001,169.789993,167.470001,169.330002,2034900,168.366679
2016-09-02,168.520004,169.740005,167.899994,169.179993,1747500,168.217523
2016-09-01,170.00,170.070007,166.660004,168.509995,2843300,167.551337
2016-08-31,169.25,170.240005,167.470001,169.460007,3688200,168.495945
2016-08-30,166.220001,169.509995,166.220001,169.369995,2934100,168.406445
2016-08-29,166.600006,167.860001,166.149994,166.869995,2620900,165.274362
2016-08-26,166.759995,168.070007,165.360001,165.970001,2402200,164.382974
2016-08-25,165.080002,166.039993,164.610001,165.899994,1441400,164.313636
2016-08-24,165.779999,166.699997,164.850006,165.300003,2035300,163.719382
2016-08-23,167.00,167.850006,165.979996,166.080002,1965500,164.491922
2016-08-22,166.00,166.910004,164.889999,166.259995,1448100,164.670194
2016-08-19,165.360001,166.899994,164.50,166.229996,1840900,164.640482
2016-08-18,165.339996,166.559998,164.630005,166.059998,1750500,164.472109
2016-08-17,165.940002,166.320007,164.740005,165.669998,2061700,164.085839
2016-08-16,164.990005,166.759995,164.720001,165.649994,2523800,164.066026
2016-08-15,163.869995,165.839996,163.800003,165.550003,2222200,163.966992
2016-08-12,162.669998,163.369995,162.070007,163.25,1440800,161.688982
2016-08-11,162.199997,164.25,161.929993,163.860001,1827700,162.293149
2016-08-10,163.449997,163.600006,162.009995,162.190002,1656100,160.63912
2016-08-09,162.50,164.580002,162.50,163.440002,1957400,161.877167
2016-08-08,162.100006,163.979996,162.009995,162.830002,2266600,161.272999
2016-08-05,159.75,162.130005,159.199997,162.089996,2676100,160.54007
2016-08-04,158.220001,158.899994,157.410004,158.050003,2005700,156.538708
2016-08-03,156.449997,158.949997,156.179993,158.339996,2284700,156.825928
2016-08-02,157.649994,158.460007,155.369995,156.059998,3182800,154.567731
2016-08-01,158.809998,159.919998,157.929993,158.179993,2316300,156.667454
2016-07-29,159.509995,160.190002,158.649994,158.809998,2388200,157.291435
2016-07-28,160.179993,160.960007,158.839996,160.529999,2047400,158.994989
2016-07-27,161.199997,162.169998,160.410004,160.990005,2317200,159.450597
2016-07-26,160.679993,161.50,159.419998,161.160004,2150100,159.61897
2016-07-25,159.639999,161.330002,159.610001,160.509995,1956100,158.975176
2016-07-22,160.289993,160.729996,159.860001,160.410004,1811700,158.876142
2016-07-21,161.710007,161.899994,159.770004,160.050003,2855500,158.519583
2016-07-20,162.550003,162.889999,159.220001,161.770004,3547800,160.223138
2016-07-19,162.020004,164.080002,160.729996,161.410004,5399700,159.866579
2016-07-18,162.360001,164.089996,162.009995,163.330002,4734500,161.768218
2016-07-15,162.860001,163.139999,160.699997,161.639999,3078400,160.094376
2016-07-14,160.289993,163.240005,160.009995,162.539993,5087700,160.985764
2016-07-13,157.00,158.270004,156.149994,157.919998,4276400,156.409946
2016-07-12,154.00,157.25,153.919998,156.919998,5110800,155.419508
2016-07-11,151.490005,152.979996,151.380005,152.190002,3041600,150.734741
2016-07-08,149.360001,150.919998,148.309998,150.380005,3281400,148.942051
2016-07-07,146.00,148.089996,145.360001,147.00,2578300,145.594366
2016-07-06,142.940002,145.940002,142.619995,145.580002,2941800,144.187946
2016-07-05,146.720001,146.940002,143.330002,144.449997,3943000,143.068747
2016-07-01,148.490005,150.699997,148.070007,148.25,3096800,146.832414
2016-06-30,146.669998,148.880005,145.369995,148.580002,4528600,147.15926
2016-06-29,143.600006,145.550003,142.929993,145.50,3804100,144.108709
2016-06-28,142.210007,142.619995,139.820007,142.410004,5041500,141.04826
2016-06-27,140.070007,141.229996,138.199997,139.509995,7381000,138.175981
2016-06-24,143.029999,146.419998,140.919998,141.860001,9442200,140.503516
2016-06-23,150.559998,152.800003,150.139999,152.660004,2940500,151.200248
2016-06-22,148.009995,150.119995,147.990005,148.139999,2487600,146.723465
2016-06-21,148.50,148.830002,147.119995,148.350006,2424600,146.931463
2016-06-20,148.50,150.50,147.580002,147.75,3338900,146.337195
2016-06-17,146.630005,148.229996,145.460007,145.639999,4296500,144.24737
2016-06-16,145.00,146.990005,143.529999,146.630005,3499200,145.227909
2016-06-15,147.160004,148.699997,145.899994,146.160004,2981400,144.762402
2016-06-14,148.220001,149.050003,145.449997,146.190002,5069600,144.792114
2016-06-13,149.00,151.320007,148.589996,148.630005,3385800,147.208785
2016-06-10,151.350006,151.660004,149.570007,149.889999,4335700,148.456731
2016-06-09,153.789993,154.289993,152.460007,153.169998,2711700,151.705366
2016-06-08,155.199997,156.580002,153.910004,154.639999,2426800,153.161311
2016-06-07,157.199997,157.470001,155.169998,155.169998,2489700,153.686242
2016-06-06,156.25,157.910004,155.770004,157.059998,2540400,155.558169
2016-06-03,155.860001,156.539993,153.860001,155.669998,4329300,154.181461
2016-06-02,160.139999,160.330002,158.460007,159.279999,2257100,157.756942
2016-06-01,157.899994,160.550003,156.00,159.970001,2581600,158.440347
2016-05-31,160.399994,161.649994,158.550003,159.479996,2916100,157.955027
2016-05-27,158.699997,160.399994,158.320007,159.529999,2157000,158.004551
2016-05-26,161.160004,161.330002,159.169998,159.220001,2576100,157.053737
2016-05-25,158.059998,162.289993,158.029999,161.25,3259900,159.056117
2016-05-24,156.669998,158.550003,156.440002,157.589996,3038800,155.44591
2016-05-23,154.440002,156.089996,153.740005,155.449997,2767600,153.335026
2016-05-20,155.759995,156.410004,153.919998,154.509995,3247800,152.407813
2016-05-19,158.679993,159.949997,154.520004,154.699997,4712000,152.59523
2016-05-18,154.809998,160.00,154.649994,159.940002,3653300,157.763943
2016-05-17,154.740005,157.110001,153.770004,154.649994,2701500,152.545907
2016-05-16,155.339996,156.899994,154.600006,155.380005,3177700,153.265986
2016-05-13,157.880005,159.720001,155.259995,155.339996,2550100,153.226522
2016-05-12,160.320007,161.470001,157.309998,158.070007,2448100,155.91939
2016-05-11,161.360001,162.529999,159.279999,159.419998,2096900,157.251013
2016-05-10,158.669998,161.50,158.389999,161.419998,2379600,159.223802
2016-05-09,158.199997,159.850006,156.789993,157.509995,2097900,155.366996
2016-05-06,158.190002,160.169998,157.009995,158.850006,2301600,156.688776
2016-05-05,160.779999,160.820007,158.50,159.529999,2366200,157.359517
2016-05-04,161.199997,162.600006,159.089996,160.070007,3203900,157.892179
2016-05-03,163.660004,164.110001,161.369995,163.139999,2777000,160.920402
2016-05-02,165.080002,167.190002,163.990005,166.179993,1998400,163.919035
2016-04-29,163.800003,164.679993,162.559998,164.110001,2890800,161.877206
2016-04-28,165.350006,167.320007,164.009995,164.289993,2528000,162.05475
2016-04-27,165.830002,168.660004,164.929993,166.919998,3323600,164.648972
2016-04-26,165.380005,166.00,164.220001,165.839996,2251600,163.583664
2016-04-25,166.00,167.389999,164.059998,165.089996,2473000,162.843868
2016-04-22,165.789993,167.490005,165.660004,166.75,2680300,164.481287
2016-04-21,166.550003,168.899994,165.009995,165.320007,4165100,163.07075
2016-04-20,162.00,167.449997,161.940002,166.979996,4802200,164.708153
2016-04-19,157.75,163.699997,157.00,162.649994,5832200,160.437063
2016-04-18,157.610001,160.00,157.149994,159.020004,3026900,156.856462
2016-04-15,161.229996,161.779999,158.199997,158.520004,3467900,156.363264
2016-04-14,159.529999,162.270004,159.149994,160.910004,3067100,158.720747
2016-04-13,156.529999,159.990005,156.380005,159.850006,5151100,157.675171
2016-04-12,152.669998,155.089996,151.300003,154.309998,2732900,152.210537
2016-04-11,151.179993,153.899994,150.410004,152.199997,3464300,150.129244
2016-04-08,152.070007,152.869995,150.009995,150.279999,3122200,148.235368
2016-04-07,153.649994,154.029999,149.369995,150.410004,4786800,148.363604
2016-04-06,155.259995,156.270004,153.919998,155.190002,2927400,153.078569
2016-04-05,156.440002,156.529999,154.550003,155.350006,2822700,153.236395
2016-04-04,159.970001,160.00,157.389999,157.770004,2478100,155.623468
2016-04-01,156.460007,160.009995,155.089996,159.820007,3373400,157.64558
2016-03-31,156.179993,157.479996,156.059998,156.979996,2927300,154.844208
2016-03-30,156.130005,158.020004,154.889999,156.50,3130600,154.370743
2016-03-29,152.869995,155.350006,151.50,155.029999,2919500,152.920742
2016-03-28,153.139999,154.639999,152.380005,153.839996,2308600,151.74693
2016-03-24,152.399994,153.039993,150.130005,153.00,3693400,150.918362
2016-03-23,154.25,155.550003,153.589996,154.080002,3633400,151.98367
2016-03-22,155.50,155.589996,153.360001,154.199997,3521500,152.102033
2016-03-21,157.240005,158.899994,155.75,156.289993,4410200,154.163594
2016-03-18,153.910004,158.179993,153.869995,157.600006,7413200,155.455783
2016-03-17,150.389999,153.979996,148.75,152.910004,4431700,150.82959
2016-03-16,150.919998,152.850006,149.710007,150.539993,4310300,148.491825
2016-03-15,152.649994,152.740005,150.899994,152.029999,3731400,149.961558
2016-03-14,153.660004,154.449997,152.130005,153.490005,3317900,151.401701
2016-03-11,153.279999,154.160004,152.369995,153.940002,4058700,151.845576
2016-03-10,150.410004,153.600006,148.839996,151.020004,4631800,148.965305
2016-03-09,152.110001,152.50,149.179993,149.910004,3250900,147.870407
2016-03-08,154.00,154.229996,151.50,151.600006,3830400,149.537416
2016-03-07,156.00,156.369995,154.410004,155.350006,2771900,153.236395
2016-03-04,156.369995,158.850006,155.289993,156.839996,5256700,154.706114
2016-03-03,154.00,155.660004,153.360001,155.330002,3615800,153.216663
2016-03-02,154.75,155.410004,153.449997,154.199997,5047500,152.102033
2016-03-01,150.949997,154.770004,150.679993,154.649994,6490400,152.545907
2016-02-29,149.75,150.289993,148.320007,149.529999,5506400,147.495572
2016-02-26,149.720001,151.970001,149.009995,150.25,5924500,147.564619
2016-02-25,146.00,149.070007,145.229996,148.25,4299600,145.600365
2016-02-24,143.080002,145.639999,140.259995,145.559998,5714700,142.95844
2016-02-23,148.00,148.050003,144.050003,144.910004,4249600,142.320063
2016-02-22,149.199997,149.990005,148.229996,148.789993,4287900,146.130707
2016-02-19,147.00,147.729996,145.429993,146.910004,5257300,144.284318
2016-02-18,151.25,152.00,147.369995,147.729996,5895500,145.089654
2016-02-17,150.800003,151.869995,150.309998,150.940002,5578800,148.242289
2016-02-16,149.600006,150.479996,147.449997,149.020004,10198000,146.356607
2016-02-12,143.75,146.509995,143.699997,146.130005,9009300,143.51826
2016-02-11,143.410004,144.410004,139.050003,140.690002,10252200,138.175485
2016-02-10,150.00,153.380005,147.210007,147.229996,7609600,144.598591
2016-02-09,145.520004,149.949997,145.100006,148.25,6919400,145.600365
2016-02-08,153.830002,153.830002,145.25,149.25,8680000,146.582492
2016-02-05,157.570007,159.699997,155.690002,156.470001,4596100,153.673452
2016-02-04,152.300003,157.949997,152.009995,156.490005,4573100,153.693099
2016-02-03,152.50,153.839996,147.009995,152.679993,5893200,149.951181
2016-02-02,157.00,157.00,150.160004,151.699997,6316200,148.988701
2016-02-01,160.410004,161.00,158.449997,159.649994,2963500,156.796609
2016-01-29,158.639999,161.589996,157.779999,161.559998,4887900,158.672476
2016-01-28,155.009995,158.050003,152.529999,157.059998,4292900,154.252903
2016-01-27,153.589996,158.429993,153.190002,153.720001,5153100,150.972602
2016-01-26,151.119995,156.100006,151.119995,154.449997,5237700,151.689551
2016-01-25,156.399994,156.529999,151.119995,151.119995,5051700,148.419065
2016-01-22,154.580002,156.990005,153.860001,156.860001,5583800,154.056481
